hour_of_year,ElectricEquipment_fraction
3623,0.828471
3624,0.715991
3625,0.593705
3626,0.545993
3627,0.537125
3628,0.527573
3629,0.510214
3630,0.566738
3631,0.655956
3632,0.708757
3633,0.63594
3634,0.568708
3635,0.57415
3636,0.568675
3637,0.558006
3638,0.57301
3639,0.59132
3640,0.617121
3641,0.7157
3642,0.858125
3643,0.940862
3644,0.975578
3645,0.992552
3646,0.959906
3647,0.828471
3648,0.715991
3649,0.593705
3650,0.545993
3651,0.537125
3652,0.527573
3653,0.510214
3654,0.566738
3655,0.655956
3656,0.708757
3657,0.63594
3658,0.568708
3659,0.57415
3660,0.568675
3661,0.558006
3662,0.57301
3663,0.59132
3664,0.617121
3665,0.7157
3666,0.858125
3667,0.940862
3668,0.975578
3669,0.992552
3670,0.959906
3671,0.828471
3672,0.715991
3673,0.595064
3674,0.546824
3675,0.537634
3676,0.527952
3677,0.510858
3678,0.567875
3679,0.658376
3680,0.713446
3681,0.643403
3682,0.577802
3683,0.583229
3684,0.577107
3685,0.565562
3686,0.580106
3687,0.597498
3688,0.622933
3689,0.721592
3690,0.864277
3691,0.948167
3692,0.983653
3693,1.0
3694,0.966532
3695,0.833194
3696,0.718759
3697,0.595064
3698,0.546824
3699,0.537634
3700,0.527952
3701,0.510858
3702,0.567875
3703,0.658376
3704,0.713446
3705,0.643403
3706,0.577802
3707,0.583229
3708,0.577107
3709,0.565562
3710,0.580106
3711,0.597498
3712,0.622933
3713,0.721592
3714,0.864277
3715,0.948167
3716,0.983653
3717,1.0
3718,0.966532
3719,0.833194
3720,0.718759
3721,0.593705
3722,0.545993
3723,0.537125
3724,0.527573
3725,0.510214
3726,0.566738
3727,0.655956
3728,0.708757
3729,0.63594
3730,0.568708
3731,0.57415
3732,0.568675
3733,0.558006
3734,0.57301
3735,0.59132
3736,0.617121
3737,0.7157
3738,0.858125
3739,0.940862
3740,0.975578
3741,0.992552
3742,0.959906
3743,0.828471
3744,0.715991
3745,0.593705
3746,0.545993
3747,0.537125
3748,0.527573
3749,0.510214
3750,0.566738
3751,0.655956
3752,0.708757
3753,0.63594
3754,0.568708
3755,0.57415
3756,0.568675
3757,0.558006
3758,0.57301
3759,0.59132
3760,0.617121
3761,0.7157
3762,0.858125
3763,0.940862
3764,0.975578
3765,0.992552
3766,0.959906
3767,0.828471
3768,0.715991
3769,0.593705
3770,0.545993
3771,0.537125
3772,0.527573
3773,0.510214
3774,0.566738
3775,0.655956
3776,0.708757
3777,0.63594
3778,0.568708
3779,0.57415
3780,0.568675
3781,0.558006
3782,0.57301
3783,0.59132
3784,0.617121
3785,0.7157
3786,0.858125
3787,0.940862
3788,0.975578
3789,0.992552
3790,0.959906
3791,0.828471
3792,0.715991
3793,0.593705
3794,0.545993
3795,0.537125
3796,0.527573
3797,0.510214
3798,0.566738
3799,0.655956
3800,0.708757
3801,0.63594
3802,0.568708
3803,0.57415
3804,0.568675
3805,0.558006
3806,0.57301
3807,0.59132
3808,0.617121
3809,0.7157
3810,0.858125
3811,0.940862
3812,0.975578
3813,0.992552
3814,0.959906
3815,0.828471
3816,0.715991
3817,0.593705
3818,0.545993
3819,0.537125
3820,0.527573
3821,0.510214
3822,0.566738
3823,0.655956
3824,0.708757
3825,0.63594
3826,0.568708
3827,0.57415
3828,0.568675
3829,0.558006
3830,0.57301
3831,0.59132
3832,0.617121
3833,0.7157
3834,0.858125
3835,0.940862
3836,0.975578
3837,0.992552
3838,0.959906
3839,0.828471
3840,0.715991
3841,0.595064
3842,0.546824
3843,0.537634
3844,0.527952
3845,0.510858
3846,0.567875
3847,0.658376
3848,0.713446
3849,0.643403
3850,0.577802
3851,0.583229
3852,0.577107
3853,0.565562
3854,0.580106
3855,0.597498
3856,0.622933
3857,0.721592
3858,0.864277
3859,0.948167
3860,0.983653
3861,1.0
3862,0.966532
3863,0.833194
3864,0.718759
3865,0.595064
3866,0.546824
3867,0.537634
3868,0.527952
3869,0.510858
3870,0.567875
3871,0.658376
3872,0.713446
3873,0.643403
3874,0.577802
3875,0.583229
3876,0.577107
3877,0.565562
3878,0.580106
3879,0.597498
3880,0.622933
3881,0.721592
3882,0.864277
3883,0.948167
3884,0.983653
3885,1.0
3886,0.966532
3887,0.833194
3888,0.718759
3889,0.593705
3890,0.545993
3891,0.537125
3892,0.527573
3893,0.510214
3894,0.566738
3895,0.655956
3896,0.708757
3897,0.63594
3898,0.568708
3899,0.57415
3900,0.568675
3901,0.558006
3902,0.57301
3903,0.59132
3904,0.617121
3905,0.7157
3906,0.858125
3907,0.940862
3908,0.975578
3909,0.992552
3910,0.959906
3911,0.828471
3912,0.715991
3913,0.593705
3914,0.545993
3915,0.537125
3916,0.527573
3917,0.510214
3918,0.566738
3919,0.655956
3920,0.708757
3921,0.63594
3922,0.568708
3923,0.57415
3924,0.568675
3925,0.558006
3926,0.57301
3927,0.59132
3928,0.617121
3929,0.7157
3930,0.858125
3931,0.940862
3932,0.975578
3933,0.992552
3934,0.959906
3935,0.828471
3936,0.715991
3937,0.593705
3938,0.545993
3939,0.537125
3940,0.527573
3941,0.510214
3942,0.566738
3943,0.655956
3944,0.708757
3945,0.63594
3946,0.568708
3947,0.57415
3948,0.568675
3949,0.558006
3950,0.57301
3951,0.59132
3952,0.617121
3953,0.7157
3954,0.858125
3955,0.940862
3956,0.975578
3957,0.992552
3958,0.959906
3959,0.828471
3960,0.715991
3961,0.593705
3962,0.545993
3963,0.537125
3964,0.527573
3965,0.510214
3966,0.566738
3967,0.655956
3968,0.708757
3969,0.63594
3970,0.568708
3971,0.57415
3972,0.568675
3973,0.558006
3974,0.57301
3975,0.59132
3976,0.617121
3977,0.7157
3978,0.858125
3979,0.940862
3980,0.975578
3981,0.992552
3982,0.959906
3983,0.828471
3984,0.715991
3985,0.593705
3986,0.545993
3987,0.537125
3988,0.527573
3989,0.510214
3990,0.566738
3991,0.655956
3992,0.708757
3993,0.63594
3994,0.568708
3995,0.57415
3996,0.568675
3997,0.558006
3998,0.57301
3999,0.59132
4000,0.617121
4001,0.7157
4002,0.858125
4003,0.940862
4004,0.975578
4005,0.992552
4006,0.959906
4007,0.828471
4008,0.715991
4009,0.595064
4010,0.546824
4011,0.537634
4012,0.527952
4013,0.510858
4014,0.567875
4015,0.658376
4016,0.713446
4017,0.643403
4018,0.577802
4019,0.583229
4020,0.577107
4021,0.565562
4022,0.580106
4023,0.597498
4024,0.622933
4025,0.721592
4026,0.864277
4027,0.948167
4028,0.983653
4029,1.0
4030,0.966532
4031,0.833194
4032,0.718759
4033,0.595064
4034,0.546824
4035,0.537634
4036,0.527952
4037,0.510858
4038,0.567875
4039,0.658376
4040,0.713446
4041,0.643403
4042,0.577802
4043,0.583229
4044,0.577107
4045,0.565562
4046,0.580106
4047,0.597498
4048,0.622933
4049,0.721592
4050,0.864277
4051,0.948167
4052,0.983653
4053,1.0
4054,0.966532
4055,0.833194
4056,0.718759
4057,0.593705
4058,0.545993
4059,0.537125
4060,0.527573
4061,0.510214
4062,0.566738
4063,0.655956
4064,0.708757
4065,0.63594
4066,0.568708
4067,0.57415
4068,0.568675
4069,0.558006
4070,0.57301
4071,0.59132
4072,0.617121
4073,0.7157
4074,0.858125
4075,0.940862
4076,0.975578
4077,0.992552
4078,0.959906
4079,0.828471
4080,0.715991
4081,0.593705
4082,0.545993
4083,0.537125
4084,0.527573
4085,0.510214
4086,0.566738
4087,0.655956
4088,0.708757
4089,0.63594
4090,0.568708
4091,0.57415
4092,0.568675
4093,0.558006
4094,0.57301
4095,0.59132
4096,0.617121
4097,0.7157
4098,0.858125
4099,0.940862
4100,0.975578
4101,0.992552
4102,0.959906
4103,0.828471
4104,0.715991
4105,0.593705
4106,0.545993
4107,0.537125
4108,0.527573
4109,0.510214
4110,0.566738
4111,0.655956
4112,0.708757
4113,0.63594
4114,0.568708
4115,0.57415
4116,0.568675
4117,0.558006
4118,0.57301
4119,0.59132
4120,0.617121
4121,0.7157
4122,0.858125
4123,0.940862
4124,0.975578
4125,0.992552
4126,0.959906
4127,0.828471
4128,0.715991
4129,0.593705
4130,0.545993
4131,0.537125
4132,0.527573
4133,0.510214
4134,0.566738
4135,0.655956
4136,0.708757
4137,0.63594
4138,0.568708
4139,0.57415
4140,0.568675
4141,0.558006
4142,0.57301
4143,0.59132
4144,0.617121
4145,0.7157
4146,0.858125
4147,0.940862
4148,0.975578
4149,0.992552
4150,0.959906
4151,0.828471
4152,0.715991
4153,0.593705
4154,0.545993
4155,0.537125
4156,0.527573
4157,0.510214
4158,0.566738
4159,0.655956
4160,0.708757
4161,0.63594
4162,0.568708
4163,0.57415
4164,0.568675
4165,0.558006
4166,0.57301
4167,0.59132
4168,0.617121
4169,0.7157
4170,0.858125
4171,0.940862
4172,0.975578
4173,0.992552
4174,0.959906
4175,0.828471
4176,0.715991
4177,0.595064
4178,0.546824
4179,0.537634
4180,0.527952
4181,0.510858
4182,0.567875
4183,0.658376
4184,0.713446
4185,0.643403
4186,0.577802
4187,0.583229
4188,0.577107
4189,0.565562
4190,0.580106
4191,0.597498
4192,0.622933
4193,0.721592
4194,0.864277
4195,0.948167
4196,0.983653
4197,1.0
4198,0.966532
4199,0.833194
4200,0.718759
4201,0.595064
4202,0.546824
4203,0.537634
4204,0.527952
4205,0.510858
4206,0.567875
4207,0.658376
4208,0.713446
4209,0.643403
4210,0.577802
4211,0.583229
4212,0.577107
4213,0.565562
4214,0.580106
4215,0.597498
4216,0.622933
4217,0.721592
4218,0.864277
4219,0.948167
4220,0.983653
4221,1.0
4222,0.966532
4223,0.833194
4224,0.718759
4225,0.593705
4226,0.545993
4227,0.537125
4228,0.527573
4229,0.510214
4230,0.566738
4231,0.655956
4232,0.708757
4233,0.63594
4234,0.568708
4235,0.57415
4236,0.568675
4237,0.558006
4238,0.57301
4239,0.59132
4240,0.617121
4241,0.7157
4242,0.858125
4243,0.940862
4244,0.975578
4245,0.992552
4246,0.959906
4247,0.828471
4248,0.715991
4249,0.593705
4250,0.545993
4251,0.537125
4252,0.527573
4253,0.510214
4254,0.566738
4255,0.655956
4256,0.708757
4257,0.63594
4258,0.568708
4259,0.57415
4260,0.568675
4261,0.558006
4262,0.57301
4263,0.59132
4264,0.617121
4265,0.7157
4266,0.858125
4267,0.940862
4268,0.975578
4269,0.992552
4270,0.959906
4271,0.828471
4272,0.715991
4273,0.593705
4274,0.545993
4275,0.537125
4276,0.527573
4277,0.510214
4278,0.566738
4279,0.655956
4280,0.708757
4281,0.63594
4282,0.568708
4283,0.57415
4284,0.568675
4285,0.558006
4286,0.57301
4287,0.59132
4288,0.617121
4289,0.7157
4290,0.858125
4291,0.940862
4292,0.975578
4293,0.992552
4294,0.959906
4295,0.828471
4296,0.715991
4297,0.593705
4298,0.545993
4299,0.537125
4300,0.527573
4301,0.510214
4302,0.566738
4303,0.655956
4304,0.708757
4305,0.63594
4306,0.568708
4307,0.57415
4308,0.568675
4309,0.558006
4310,0.57301
4311,0.59132
4312,0.617121
4313,0.7157
4314,0.858125
4315,0.940862
4316,0.975578
4317,0.992552
4318,0.959906
4319,0.828471
4320,0.715991
4321,0.593705
4322,0.545993
4323,0.537125
4324,0.527573
4325,0.510214
4326,0.566738
4327,0.655956
4328,0.708757
4329,0.63594
4330,0.568708
4331,0.57415
4332,0.568675
4333,0.558006
4334,0.57301
4335,0.59132
4336,0.617121
4337,0.7157
4338,0.858125
4339,0.940862
4340,0.975578
4341,0.992552
4342,0.959906
4343,0.828471
4344,0.715991
4345,0.595064
4346,0.546824
4347,0.537634
4348,0.527952
4349,0.510858
4350,0.567875
4351,0.658376
4352,0.713446
4353,0.643403
4354,0.577802
4355,0.583229
4356,0.577107
4357,0.565562
4358,0.580106
4359,0.597498
4360,0.622933
4361,0.721592
4362,0.864277
4363,0.948167
4364,0.983653
4365,1.0
4366,0.966532
4367,0.833194
4368,0.718759
4369,0.595064
4370,0.546824
4371,0.537634
4372,0.527952
4373,0.510858
4374,0.567875
4375,0.658376
4376,0.713446
4377,0.643403
4378,0.577802
4379,0.583229
4380,0.577107
4381,0.565562
4382,0.580106
4383,0.597498
4384,0.622933
4385,0.721592
4386,0.864277
4387,0.948167
4388,0.983653
4389,1.0
4390,0.966532
4391,0.833194
4392,0.718759
4393,0.593705
4394,0.545993
4395,0.537125
4396,0.527573
4397,0.510214
4398,0.566738
4399,0.655956
4400,0.708757
4401,0.63594
4402,0.568708
4403,0.57415
4404,0.568675
4405,0.558006
4406,0.57301
4407,0.59132
4408,0.617121
4409,0.7157
4410,0.858125
4411,0.940862
4412,0.975578
4413,0.992552
4414,0.959906
4415,0.828471
4416,0.715991
4417,0.593705
4418,0.545993
4419,0.537125
4420,0.527573
4421,0.510214
4422,0.566738
4423,0.655956
4424,0.708757
4425,0.63594
4426,0.568708
4427,0.57415
4428,0.568675
4429,0.558006
4430,0.57301
4431,0.59132
4432,0.617121
4433,0.7157
4434,0.858125
4435,0.940862
4436,0.975578
4437,0.992552
4438,0.959906
4439,0.828471
4440,0.715991
4441,0.593705
4442,0.545993
4443,0.537125
4444,0.527573
4445,0.510214
4446,0.566738
4447,0.655956
4448,0.708757
4449,0.63594
4450,0.568708
4451,0.57415
4452,0.568675
4453,0.558006
4454,0.57301
4455,0.59132
4456,0.617121
4457,0.7157
4458,0.858125
4459,0.940862
4460,0.975578
4461,0.992552
4462,0.959906
4463,0.828471
4464,0.715991
4465,0.593705
4466,0.545993
4467,0.537125
4468,0.527573
4469,0.510214
4470,0.566738
4471,0.655956
4472,0.708757
4473,0.63594
4474,0.568708
4475,0.57415
4476,0.568675
4477,0.558006
4478,0.57301
4479,0.59132
4480,0.617121
4481,0.7157
4482,0.858125
4483,0.940862
4484,0.975578
4485,0.992552
4486,0.959906
4487,0.828471
4488,0.715991
4489,0.593705
4490,0.545993
4491,0.537125
4492,0.527573
4493,0.510214
4494,0.566738
4495,0.655956
4496,0.708757
4497,0.63594
4498,0.568708
4499,0.57415
4500,0.568675
4501,0.558006
4502,0.57301
4503,0.59132
4504,0.617121
4505,0.7157
4506,0.858125
4507,0.940862
4508,0.975578
4509,0.992552
4510,0.959906
4511,0.828471
4512,0.715991
4513,0.595064
4514,0.546824
4515,0.537634
4516,0.527952
4517,0.510858
4518,0.567875
4519,0.658376
4520,0.713446
4521,0.643403
4522,0.577802
4523,0.583229
4524,0.577107
4525,0.565562
4526,0.580106
4527,0.597498
4528,0.622933
4529,0.721592
4530,0.864277
4531,0.948167
4532,0.983653
4533,1.0
4534,0.966532
4535,0.833194
4536,0.718759
4537,0.595064
4538,0.546824
4539,0.537634
4540,0.527952
4541,0.510858
4542,0.567875
4543,0.658376
4544,0.713446
4545,0.643403
4546,0.577802
4547,0.583229
4548,0.577107
4549,0.565562
4550,0.580106
4551,0.597498
4552,0.622933
4553,0.721592
4554,0.864277
4555,0.948167
4556,0.983653
4557,1.0
4558,0.966532
4559,0.833194
4560,0.718759
4561,0.593705
4562,0.545993
4563,0.537125
4564,0.527573
4565,0.510214
4566,0.566738
4567,0.655956
4568,0.708757
4569,0.63594
4570,0.568708
4571,0.57415
4572,0.568675
4573,0.558006
4574,0.57301
4575,0.59132
4576,0.617121
4577,0.7157
4578,0.858125
4579,0.940862
4580,0.975578
4581,0.992552
4582,0.959906
4583,0.828471
4584,0.715991
4585,0.593705
4586,0.545993
4587,0.537125
4588,0.527573
4589,0.510214
4590,0.566738
4591,0.655956
4592,0.708757
4593,0.63594
4594,0.568708
4595,0.57415
4596,0.568675
4597,0.558006
4598,0.57301
4599,0.59132
4600,0.617121
4601,0.7157
4602,0.858125
4603,0.940862
4604,0.975578
4605,0.992552
4606,0.959906
4607,0.828471
4608,0.715991
4609,0.593705
4610,0.545993
4611,0.537125
4612,0.527573
4613,0.510214
4614,0.566738
4615,0.655956
4616,0.708757
4617,0.63594
4618,0.568708
4619,0.57415
4620,0.568675
4621,0.558006
4622,0.57301
4623,0.59132
4624,0.617121
4625,0.7157
4626,0.858125
4627,0.940862
4628,0.975578
4629,0.992552
4630,0.959906
4631,0.828471
4632,0.715991
4633,0.593705
4634,0.545993
4635,0.537125
4636,0.527573
4637,0.510214
4638,0.566738
4639,0.655956
4640,0.708757
4641,0.63594
4642,0.568708
4643,0.57415
4644,0.568675
4645,0.558006
4646,0.57301
4647,0.59132
4648,0.617121
4649,0.7157
4650,0.858125
4651,0.940862
4652,0.975578
4653,0.992552
4654,0.959906
4655,0.828471
4656,0.715991
4657,0.593705
4658,0.545993
4659,0.537125
4660,0.527573
4661,0.510214
4662,0.566738
4663,0.655956
4664,0.708757
4665,0.63594
4666,0.568708
4667,0.57415
4668,0.568675
4669,0.558006
4670,0.57301
4671,0.59132
4672,0.617121
4673,0.7157
4674,0.858125
4675,0.940862
4676,0.975578
4677,0.992552
4678,0.959906
4679,0.828471
4680,0.715991
4681,0.595064
4682,0.546824
4683,0.537634
4684,0.527952
4685,0.510858
4686,0.567875
4687,0.658376
4688,0.713446
4689,0.643403
4690,0.577802
4691,0.583229
4692,0.577107
4693,0.565562
4694,0.580106
4695,0.597498
4696,0.622933
4697,0.721592
4698,0.864277
4699,0.948167
4700,0.983653
4701,1.0
4702,0.966532
4703,0.833194
4704,0.718759
4705,0.595064
4706,0.546824
4707,0.537634
4708,0.527952
4709,0.510858
4710,0.567875
4711,0.658376
4712,0.713446
4713,0.643403
4714,0.577802
4715,0.583229
4716,0.577107
4717,0.565562
4718,0.580106
4719,0.597498
4720,0.622933
4721,0.721592
4722,0.864277
4723,0.948167
4724,0.983653
4725,1.0
4726,0.966532
4727,0.833194
4728,0.718759
4729,0.593705
4730,0.545993
4731,0.537125
4732,0.527573
4733,0.510214
4734,0.566738
4735,0.655956
4736,0.708757
4737,0.63594
4738,0.568708
4739,0.57415
4740,0.568675
4741,0.558006
4742,0.57301
4743,0.59132
4744,0.617121
4745,0.7157
4746,0.858125
4747,0.940862
4748,0.975578
4749,0.992552
4750,0.959906
4751,0.828471
4752,0.715991
4753,0.593705
4754,0.545993
4755,0.537125
4756,0.527573
4757,0.510214
4758,0.566738
4759,0.655956
4760,0.708757
4761,0.63594
4762,0.568708
4763,0.57415
4764,0.568675
4765,0.558006
4766,0.57301
4767,0.59132
4768,0.617121
4769,0.7157
4770,0.858125
4771,0.940862
4772,0.975578
4773,0.992552
4774,0.959906
4775,0.828471
4776,0.715991
4777,0.593705
4778,0.545993
4779,0.537125
4780,0.527573
4781,0.510214
4782,0.566738
4783,0.655956
4784,0.708757
4785,0.63594
4786,0.568708
4787,0.57415
4788,0.568675
4789,0.558006
4790,0.57301
4791,0.59132
4792,0.617121
4793,0.7157
4794,0.858125
4795,0.940862
4796,0.975578
4797,0.992552
4798,0.959906
4799,0.828471
4800,0.715991
4801,0.593705
4802,0.545993
4803,0.537125
4804,0.527573
4805,0.510214
4806,0.566738
4807,0.655956
4808,0.708757
4809,0.63594
4810,0.568708
4811,0.57415
4812,0.568675
4813,0.558006
4814,0.57301
4815,0.59132
4816,0.617121
4817,0.7157
4818,0.858125
4819,0.940862
4820,0.975578
4821,0.992552
4822,0.959906
4823,0.828471
4824,0.715991
4825,0.593705
4826,0.545993
4827,0.537125
4828,0.527573
4829,0.510214
4830,0.566738
4831,0.655956
4832,0.708757
4833,0.63594
4834,0.568708
4835,0.57415
4836,0.568675
4837,0.558006
4838,0.57301
4839,0.59132
4840,0.617121
4841,0.7157
4842,0.858125
4843,0.940862
4844,0.975578
4845,0.992552
4846,0.959906
4847,0.828471
4848,0.715991
4849,0.595064
4850,0.546824
4851,0.537634
4852,0.527952
4853,0.510858
4854,0.567875
4855,0.658376
4856,0.713446
4857,0.643403
4858,0.577802
4859,0.583229
4860,0.577107
4861,0.565562
4862,0.580106
4863,0.597498
4864,0.622933
4865,0.721592
4866,0.864277
4867,0.948167
4868,0.983653
4869,1.0
4870,0.966532
4871,0.833194
4872,0.718759
4873,0.595064
4874,0.546824
4875,0.537634
4876,0.527952
4877,0.510858
4878,0.567875
4879,0.658376
4880,0.713446
4881,0.643403
4882,0.577802
4883,0.583229
4884,0.577107
4885,0.565562
4886,0.580106
4887,0.597498
4888,0.622933
4889,0.721592
4890,0.864277
4891,0.948167
4892,0.983653
4893,1.0
4894,0.966532
4895,0.833194
4896,0.718759
4897,0.593705
4898,0.545993
4899,0.537125
4900,0.527573
4901,0.510214
4902,0.566738
4903,0.655956
4904,0.708757
4905,0.63594
4906,0.568708
4907,0.57415
4908,0.568675
4909,0.558006
4910,0.57301
4911,0.59132
4912,0.617121
4913,0.7157
4914,0.858125
4915,0.940862
4916,0.975578
4917,0.992552
4918,0.959906
4919,0.828471
4920,0.715991
4921,0.593705
4922,0.545993
4923,0.537125
4924,0.527573
4925,0.510214
4926,0.566738
4927,0.655956
4928,0.708757
4929,0.63594
4930,0.568708
4931,0.57415
4932,0.568675
4933,0.558006
4934,0.57301
4935,0.59132
4936,0.617121
4937,0.7157
4938,0.858125
4939,0.940862
4940,0.975578
4941,0.992552
4942,0.959906
4943,0.828471
4944,0.715991
4945,0.593705
4946,0.545993
4947,0.537125
4948,0.527573
4949,0.510214
4950,0.566738
4951,0.655956
4952,0.708757
4953,0.63594
4954,0.568708
4955,0.57415
4956,0.568675
4957,0.558006
4958,0.57301
4959,0.59132
4960,0.617121
4961,0.7157
4962,0.858125
4963,0.940862
4964,0.975578
4965,0.992552
4966,0.959906
4967,0.828471
4968,0.715991
4969,0.593705
4970,0.545993
4971,0.537125
4972,0.527573
4973,0.510214
4974,0.566738
4975,0.655956
4976,0.708757
4977,0.63594
4978,0.568708
4979,0.57415
4980,0.568675
4981,0.558006
4982,0.57301
4983,0.59132
4984,0.617121
4985,0.7157
4986,0.858125
4987,0.940862
4988,0.975578
4989,0.992552
4990,0.959906
4991,0.828471
4992,0.715991
4993,0.593705
4994,0.545993
4995,0.537125
4996,0.527573
4997,0.510214
4998,0.566738
4999,0.655956
5000,0.708757
5001,0.63594
5002,0.568708
5003,0.57415
5004,0.568675
5005,0.558006
5006,0.57301
5007,0.59132
5008,0.617121
5009,0.7157
5010,0.858125
5011,0.940862
5012,0.975578
5013,0.992552
5014,0.959906
5015,0.828471
5016,0.715991
5017,0.595064
5018,0.546824
5019,0.537634
5020,0.527952
5021,0.510858
5022,0.567875
5023,0.658376
5024,0.713446
5025,0.643403
5026,0.577802
5027,0.583229
5028,0.577107
5029,0.565562
5030,0.580106
5031,0.597498
5032,0.622933
5033,0.721592
5034,0.864277
5035,0.948167
5036,0.983653
5037,1.0
5038,0.966532
5039,0.833194
5040,0.718759
5041,0.595064
5042,0.546824
5043,0.537634
5044,0.527952
5045,0.510858
5046,0.567875
5047,0.658376
5048,0.713446
5049,0.643403
5050,0.577802
5051,0.583229
5052,0.577107
5053,0.565562
5054,0.580106
5055,0.597498
5056,0.622933
5057,0.721592
5058,0.864277
5059,0.948167
5060,0.983653
5061,1.0
5062,0.966532
5063,0.833194
5064,0.718759
5065,0.593705
5066,0.545993
5067,0.537125
5068,0.527573
5069,0.510214
5070,0.566738
5071,0.655956
5072,0.708757
5073,0.63594
5074,0.568708
5075,0.57415
5076,0.568675
5077,0.558006
5078,0.57301
5079,0.59132
5080,0.617121
5081,0.7157
5082,0.858125
5083,0.940862
5084,0.975578
5085,0.992552
5086,0.959906
5087,0.828471
5088,0.715991
5089,0.593705
5090,0.545993
5091,0.537125
5092,0.527573
5093,0.510214
5094,0.566738
5095,0.655956
5096,0.708757
5097,0.63594
5098,0.568708
5099,0.57415
5100,0.568675
5101,0.558006
5102,0.57301
5103,0.59132
5104,0.617121
5105,0.7157
5106,0.858125
5107,0.940862
5108,0.975578
5109,0.992552
5110,0.959906
5111,0.828471
5112,0.715991
5113,0.593705
5114,0.545993
5115,0.537125
5116,0.527573
5117,0.510214
5118,0.566738
5119,0.655956
5120,0.708757
5121,0.63594
5122,0.568708
5123,0.57415
5124,0.568675
5125,0.558006
5126,0.57301
5127,0.59132
5128,0.617121
5129,0.7157
5130,0.858125
5131,0.940862
5132,0.975578
5133,0.992552
5134,0.959906
5135,0.828471
5136,0.715991
5137,0.593705
5138,0.545993
5139,0.537125
5140,0.527573
5141,0.510214
5142,0.566738
5143,0.655956
5144,0.708757
5145,0.63594
5146,0.568708
5147,0.57415
5148,0.568675
5149,0.558006
5150,0.57301
5151,0.59132
5152,0.617121
5153,0.7157
5154,0.858125
5155,0.940862
5156,0.975578
5157,0.992552
5158,0.959906
5159,0.828471
5160,0.715991
5161,0.593705
5162,0.545993
5163,0.537125
5164,0.527573
5165,0.510214
5166,0.566738
5167,0.655956
5168,0.708757
5169,0.63594
5170,0.568708
5171,0.57415
5172,0.568675
5173,0.558006
5174,0.57301
5175,0.59132
5176,0.617121
5177,0.7157
5178,0.858125
5179,0.940862
5180,0.975578
5181,0.992552
5182,0.959906
5183,0.828471
5184,0.715991
5185,0.595064
5186,0.546824
5187,0.537634
5188,0.527952
5189,0.510858
5190,0.567875
5191,0.658376
5192,0.713446
5193,0.643403
5194,0.577802
5195,0.583229
5196,0.577107
5197,0.565562
5198,0.580106
5199,0.597498
5200,0.622933
5201,0.721592
5202,0.864277
5203,0.948167
5204,0.983653
5205,1.0
5206,0.966532
5207,0.833194
5208,0.718759
5209,0.595064
5210,0.546824
5211,0.537634
5212,0.527952
5213,0.510858
5214,0.567875
5215,0.658376
5216,0.713446
5217,0.643403
5218,0.577802
5219,0.583229
5220,0.577107
5221,0.565562
5222,0.580106
5223,0.597498
5224,0.622933
5225,0.721592
5226,0.864277
5227,0.948167
5228,0.983653
5229,1.0
5230,0.966532
5231,0.833194
5232,0.718759
5233,0.593705
5234,0.545993
5235,0.537125
5236,0.527573
5237,0.510214
5238,0.566738
5239,0.655956
5240,0.708757
5241,0.63594
5242,0.568708
5243,0.57415
5244,0.568675
5245,0.558006
5246,0.57301
5247,0.59132
5248,0.617121
5249,0.7157
5250,0.858125
5251,0.940862
5252,0.975578
5253,0.992552
5254,0.959906
5255,0.828471
5256,0.715991
5257,0.593705
5258,0.545993
5259,0.537125
5260,0.527573
5261,0.510214
5262,0.566738
5263,0.655956
5264,0.708757
5265,0.63594
5266,0.568708
5267,0.57415
5268,0.568675
5269,0.558006
5270,0.57301
5271,0.59132
5272,0.617121
5273,0.7157
5274,0.858125
5275,0.940862
5276,0.975578
5277,0.992552
5278,0.959906
5279,0.828471
5280,0.715991
5281,0.593705
5282,0.545993
5283,0.537125
5284,0.527573
5285,0.510214
5286,0.566738
5287,0.655956
5288,0.708757
5289,0.63594
5290,0.568708
5291,0.57415
5292,0.568675
5293,0.558006
5294,0.57301
5295,0.59132
5296,0.617121
5297,0.7157
5298,0.858125
5299,0.940862
5300,0.975578
5301,0.992552
5302,0.959906
5303,0.828471
5304,0.715991
5305,0.593705
5306,0.545993
5307,0.537125
5308,0.527573
5309,0.510214
5310,0.566738
5311,0.655956
5312,0.708757
5313,0.63594
5314,0.568708
5315,0.57415
5316,0.568675
5317,0.558006
5318,0.57301
5319,0.59132
5320,0.617121
5321,0.7157
5322,0.858125
5323,0.940862
5324,0.975578
5325,0.992552
5326,0.959906
5327,0.828471
5328,0.715991
5329,0.593705
5330,0.545993
5331,0.537125
5332,0.527573
5333,0.510214
5334,0.566738
5335,0.655956
5336,0.708757
5337,0.63594
5338,0.568708
5339,0.57415
5340,0.568675
5341,0.558006
5342,0.57301
5343,0.59132
5344,0.617121
5345,0.7157
5346,0.858125
5347,0.940862
5348,0.975578
5349,0.992552
5350,0.959906
5351,0.828471
5352,0.715991
5353,0.595064
5354,0.546824
5355,0.537634
5356,0.527952
5357,0.510858
5358,0.567875
5359,0.658376
5360,0.713446
5361,0.643403
5362,0.577802
5363,0.583229
5364,0.577107
5365,0.565562
5366,0.580106
5367,0.597498
5368,0.622933
5369,0.721592
5370,0.864277
5371,0.948167
5372,0.983653
